party,name,state,district,twitter_username,twitter_id,tweet_count,eligible,included_in_balanced_corpus,exclusion_reason,user_code,source_url
Democratic,Pramila Jayapal,WA,07,RepJayapal,,50,True,true,,dem153,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Hakeem Jeffries,NY,08,RepJeffries,,50,True,true,,dem063,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Dusty Johnson,SD,00,RepDustyJohnson,,50,True,true,,rep065,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Hank Johnson,GA,04,RepHankJohnson,,50,True,true,,dem065,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Mike Johnson,LA,04,SpeakerJohnson,,50,True,true,,rep140,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Julie Johnson,TX,32,RepJulieJohnson,,50,True,true,,dem104,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Jim Jordan,OH,04,Jim_Jordan,,50,True,true,,rep091,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,David Joyce,OH,14,RepDaveJoyce,,50,True,true,,rep056,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,John Joyce,PA,13,RepJohnJoyce,,50,True,true,,rep097,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Sydney Kamlager-Dove,CA,37,RepKamlagerDove,,50,True,true,,dem189,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Marcy Kaptur,OH,09,RepMarcyKaptur,,50,True,true,,dem128,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Thomas Kean,NJ,07,CongressmanKean,,50,True,true,,rep187,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,William Keating,MA,09,USRepKeating,,50,True,true,,dem202,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Mike Kelly,PA,16,MikeKellyPA,,50,True,true,,rep141,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Robin Kelly,IL,02,RepRobinKelly,,50,True,true,,dem164,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Trent Kelly,MS,01,RepTrentKelly,,50,True,true,,rep200,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Mike Kennedy,UT,03,RepMikeKennedy,,50,True,true,,rep142,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Tim Kennedy,NY,26,RepTimKennedy,,50,True,true,,dem194,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Ro Khanna,CA,17,RepRoKhanna,,50,True,true,,dem160,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Jennifer Kiggans,VA,02,RepKiggans,,0,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Kevin Kiley,CA,03,RepKiley,,50,True,true,,rep110,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Young Kim,CA,40,RepYoungKim,,50,True,true,,rep211,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Brad Knott,NC,13,RepKnott,,50,True,true,,rep024,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Raja Krishnamoorthi,IL,08,CongressmanRaja,,50,True,true,,dem154,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,David Kustoff,TN,08,RepDavidKustoff,,50,True,true,,rep057,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Darin LaHood,IL,16,RepLaHood,,50,True,true,,rep053,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Nick LaLota,NY,01,RepLaLota,,50,True,true,,rep152,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Greg Landsman,OH,01,RepGregLandsman,,50,True,true,,dem059,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Nicholas Langworthy,NY,23,RepLangworthy,,50,True,true,,rep150,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Rick Larsen,WA,02,RepRickLarsen,,50,True,true,,dem158,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,John Larson,CT,01,RepJohnLarson,,50,True,true,,dem092,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,George Latimer,NY,16,RepGLatimer,,50,True,true,,dem053,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Robert Latta,OH,05,boblatta,,50,True,true,,rep169,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Michael Lawler,NY,17,RepMikeLawler,,50,True,true,,rep128,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Laurel Lee,FL,15,RepLaurelLee,,50,True,true,,rep111,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Summer Lee,PA,12,RepSummerLee,,50,True,true,,dem186,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Susie Lee,NV,03,RepSusieLee,,50,True,true,,dem187,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Teresa Leger Fernandez,NM,03,RepTeresaLF,,50,True,true,,dem192,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Julia Letlow,LA,05,repjulialetlow,,50,True,true,,rep104,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Mike Levin,CA,49,RepMikeLevin,,50,True,true,,dem139,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Sam T. Liccardo,CA,16,RepLiccardo,,50,True,true,,dem167,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Ted Lieu,CA,36,RepTedLieu,,50,True,true,,dem191,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Zoe Lofgren,CA,18,RepZoeLofgren,,50,True,true,,dem205,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Barry Loudermilk,GA,11,RepLoudermilk,,50,True,true,,rep016,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Frank Lucas,OK,03,RepFrankLucas,,50,True,true,,rep070,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Anna Paulina Luna,FL,13,RepLuna,,50,True,true,,rep012,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Morgan Luttrell,TX,08,RepLuttrell,,50,True,true,,rep146,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Stephen Lynch,MA,08,RepStephenLynch,,50,True,true,,dem182,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Nancy Mace,SC,01,RepNancyMace,,50,True,true,,rep147,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Ryan Mackenzie,PA,07,RepMackenzie,,50,True,true,,rep177,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Seth Magaziner,RI,02,Rep_Magaziner,,50,True,true,,dem174,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Nicole Malliotakis,NY,11,RepMalliotakis,,0,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Celeste Maloy,UT,02,RepMaloyUtah,,50,True,true,,rep039,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Tracey Mann,KS,01,RepMann,,50,True,true,,rep199,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,John Mannion,NY,22,JohnMannionNY22,,32,True,true,,dem093,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Thomas Massie,KY,04,RepThomasMassie,,50,True,true,,rep188,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Brian Mast,FL,21,RepBrianMast,,50,True,true,,rep030,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Doris Matsui,CA,07,DorisMatsui,,50,True,true,,dem041,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Lucy McBath,GA,07,RepLucyMcBath,,50,True,true,,dem123,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Sarah McBride,DE,00,Rep_McBride,,50,True,true,,dem171,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Michael McCaul,TX,10,RepMcCaul,,50,True,true,,rep129,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Lisa McClain,MI,09,RepLisaMcClain,,50,True,true,,rep113,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,April McClain Delaney,MD,06,RepAprilDelaney,,50,True,true,,dem012,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Jennifer McClellan,VA,04,RepMcClellan,,50,True,true,,dem081,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Tom McClintock,CA,05,RepMcClintock,,50,True,true,,rep196,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Betty McCollum,MN,04,BettyMcCollum04,,50,True,true,,dem016,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Richard McCormick,GA,06,RepMcCormick,,50,True,true,,rep164,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Kristen McDonald Rivet,MI,08,repkmr,,50,True,true,,dem110,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Addison McDowell,NC,06,RepMcDowell,,50,True,true,,rep003,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Morgan McGarvey,KY,03,RepMcGarvey,,50,True,true,,dem142,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,James McGovern,MA,02,RepMcGovern,,50,True,true,,dem072,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,John McGuire,VA,05,RepJohnMcGuire,,50,True,true,,rep098,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,LaMonica McIver,NJ,10,RepLaMonica,,50,True,true,,dem112,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Gregory Meeks,NY,05,RepGregoryMeeks,,50,True,true,,dem061,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Analilia Mejia,NJ,11,RepAnalilia,,0,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Christian Menefee,TX,18,RepCDMenefee,,0,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Robert Menendez,NJ,08,RepMenendez,,50,True,true,,dem162,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Grace Meng,NY,06,RepGraceMeng,,50,True,true,,dem057,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Mark Messmer,IN,08,RepMessmer,,50,True,true,,rep121,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Daniel Meuser,PA,09,RepMeuser,,50,True,true,,rep051,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Kweisi Mfume,MD,07,RepKweisiMfume,,50,True,true,,dem111,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Carol Miller,WV,01,RepCarolMiller,,50,True,true,,rep038,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Mary Miller,IL,15,RepMaryMiller,,50,True,true,,rep123,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Max Miller,OH,07,RepMaxMiller,,50,True,true,,rep124,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Mariannette Miller-Meeks,IA,01,RepMMM,,50,True,true,,rep116,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Cory Mills,FL,07,RepMillsPress,,50,True,true,,rep046,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Dave Min,CA,47,CongressMin,,50,True,true,,dem030,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,John Moolenaar,MI,02,RepMoolenaar,,27,True,true,,rep099,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Barry Moore,AL,01,RepBarryMoore,,50,True,true,,rep017,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Blake Moore,UT,01,RepBlakeMoore,,50,True,true,,rep021,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Gwen Moore,WI,04,RepGwenMoore,,50,True,true,,dem062,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Riley Moore,WV,02,RepRileyMoore,,50,True,true,,rep166,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Tim Moore,NC,14,RepTimMooreNC,,50,True,true,,rep191,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Nathaniel Moran,TX,01,RepNateMoran,,50,True,true,,rep148,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Joseph Morelle,NY,25,RepJoeMorelle,,50,True,true,,dem096,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Kelly Morrison,MN,03,KellyMorrisonMN,,50,True,true,,dem107,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Jared Moskowitz,FL,23,RepMoskowitz,,50,True,true,,dem078,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Seth Moulton,MA,06,RepMoulton,,50,True,true,,dem175,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Frank Mrvan,IN,01,RepMrvan,,50,True,true,,dem048,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Kevin Mullin,CA,15,RepKevinMullin,,50,True,true,,dem108,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Gregory Murphy,NC,03,RepGregMurphy,,50,True,true,,rep076,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Jerrold Nadler,NY,12,RepJerryNadler,,50,True,true,,dem082,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Richard Neal,MA,01,RepRichardNeal,,50,True,true,,dem157,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Joe Neguse,CO,02,RepJoeNeguse,,50,True,true,,dem090,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Troy Nehls,TX,22,RepTroyNehls,,50,True,true,,rep203,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Dan Newhouse,WA,04,RepNewhouse,,50,True,true,,rep050,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Donald Norcross,NJ,01,DonaldNorcross,,50,True,true,,dem040,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Ralph Norman,SC,05,RepRalphNorman,,50,True,true,,rep158,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Zachary Nunn,IA,03,ZachNunn,,50,True,true,,rep212,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Jay Obernolte,CA,23,JayObernolte,,50,True,true,,rep086,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Alexandria Ocasio-Cortez,NY,14,RepAOC,,50,True,true,,dem006,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Andrew Ogles,TN,05,RepOgles,,50,True,true,,rep007,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Johnny Olszewski,MD,02,RepJohnnyO,,50,True,true,,dem094,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Ilhan Omar,MN,05,Ilhan,,50,True,true,,dem069,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Bob Onder,MO,03,RepBobOnder,,50,True,true,,rep022,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Burgess Owens,UT,04,RepBurgessOwens,,50,True,true,,rep034,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Frank Pallone,NJ,06,FrankPallone,,50,True,true,,dem049,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Gary Palmer,AL,06,USRepGaryPalmer,,50,True,true,,rep073,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Jimmy Panetta,CA,19,RepJimmyPanetta,,50,True,true,,dem087,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Chris Pappas,NH,01,RepChrisPappas,,50,True,true,,dem024,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Jimmy Patronis,FL,01,PatronisFL,,50,True,true,,rep092,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Nancy Pelosi,CA,11,SpeakerPelosi,,50,True,true,,dem143,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Scott Perry,PA,10,RepScottPerry,,50,True,true,,rep182,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Scott Peters,CA,50,RepScottPeters,,50,True,true,,dem172,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Brittany Pettersen,CO,07,RepPettersen,,50,True,true,,dem022,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,August Pfluger,TX,11,RepPfluger,,50,True,true,,rep014,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Chellie Pingree,ME,01,chelliepingree,,50,True,true,,dem023,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Mark Pocan,WI,02,repmarkpocan,,50,True,true,,dem132,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Nellie Pou,NJ,09,RepNellie,,50,True,true,,dem145,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Ayanna Pressley,MA,07,RepPressley,,50,True,true,,dem013,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Mike Quigley,IL,05,RepMikeQuigley,,50,True,true,,dem140,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Delia Ramirez,IL,03,repdeliaramirez,,50,True,true,,dem034,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Emily Randall,WA,06,RepEmilyRandall,,0,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Jamie Raskin,MD,08,RepRaskin,,50,True,true,,dem074,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Guy Reschenthaler,PA,14,GReschenthaler,,50,True,true,,rep078,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Josh Riley,NY,19,RepRileyNY,,50,True,true,,dem099,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Luz Rivas,CA,29,RepLuzRivas,,50,True,true,,dem124,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Harold Rogers,KY,05,RepHalRogers,,50,True,true,,rep079,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Mike Rogers,AL,03,RepMikeRogersAL,,50,True,true,,rep143,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,John Rose,TN,06,RepJohnRose,,50,True,true,,rep100,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Deborah Ross,NC,02,RepDeborahRoss,,50,True,true,,dem033,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,David Rouzer,NC,07,RepDavidRouzer,,50,True,true,,rep058,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Chip Roy,TX,21,RepChipRoy,,50,True,true,,rep041,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Raul Ruiz,CA,25,RepRaulRuizMD,,50,True,true,,dem156,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Michael Rulli,OH,06,RepMichaelRulli,,50,True,true,,rep130,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,John Rutherford,FL,05,RepRutherfordFL,,50,True,true,,rep101,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Patrick Ryan,NY,18,RepPatRyanNY,,50,True,true,,dem150,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Maria Salazar,FL,27,RepMariaSalazar,,50,True,true,,rep115,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Andrea Salinas,OR,06,RepSalinas,,50,True,true,,dem009,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Linda Sánchez,CA,38,RepLindaSanchez,,50,True,true,,dem117,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Steve Scalise,LA,01,SteveScalise,,50,True,true,,rep185,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Mary Scanlon,PA,05,RepMGS,,50,True,true,,dem134,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Janice Schakowsky,IL,09,RepSchakowsky,,9,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Derek Schmidt,KS,02,RepDerekSchmidt,,50,True,true,,rep061,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Bradley Schneider,IL,10,RepSchneider,,50,True,true,,dem020,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Hillary Scholten,MI,03,RepScholten,,50,True,true,,dem068,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Kim Schrier,WA,08,RepKimSchrier,,50,True,true,,dem109,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,David Schweikert,AZ,01,RepDavid,,50,True,true,,rep059,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Austin Scott,GA,08,AustinScottGA08,,50,True,true,,rep015,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Robert Scott,VA,03,BobbyScott,,50,True,true,,dem163,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Keith Self,TX,03,RepKeithSelf,,50,True,true,,rep107,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Pete Sessions,TX,17,PeteSessions,,50,True,true,,rep156,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Terri Sewell,AL,07,RepTerriSewell,,50,True,true,,dem193,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Brad Sherman,CA,32,BradSherman,,50,True,true,,dem019,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Jefferson Shreve,IN,06,RepShreve,,50,True,true,,rep089,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Lateefah Simon,CA,12,RepLSimon,,50,True,true,,dem113,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Michael Simpson,ID,02,CongMikeSimpson,,50,True,true,,rep131,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Adam Smith,WA,09,RepAdamSmith,,50,True,true,,dem002,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Adrian Smith,NE,03,RepAdrianSmith,,50,True,true,,rep004,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Jason Smith,MO,08,RepJasonSmith,,50,True,true,,rep085,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Lloyd Smucker,PA,11,RepSmucker,,50,True,true,,rep114,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Eric Sorensen,IL,17,RepEricSorensen,,50,True,true,,dem046,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Darren Soto,FL,09,RepDarrenSoto,,1,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Victoria Spartz,IN,05,RepSpartz,,50,True,true,,rep205,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Melanie Stansbury,NM,01,Rep_Stansbury,,50,True,true,,dem138,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Greg Stanton,AZ,04,RepGregStanton,,50,True,true,,dem060,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Pete Stauber,MN,08,RepPeteStauber,,50,True,true,,rep157,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Elise Stefanik,NY,21,RepStefanik,,50,True,true,,rep067,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Bryan Steil,WI,01,RepBryanSteil,,50,True,true,,rep032,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,W. Steube,FL,17,RepGregSteube,,50,True,true,,rep208,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Haley Stevens,MI,11,RepHaleyStevens,,50,True,true,,dem064,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Marilyn Strickland,WA,10,RepStricklandWA,,50,True,true,,dem130,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Dale Strong,AL,05,RepDaleStrong,,50,True,true,,rep048,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Marlin Stutzman,IN,03,RepStutzman,,50,True,true,,rep122,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Suhas Subramanyam,VA,10,RepSuhas,,50,True,true,,dem185,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Tom Suozzi,NY,03,RepTomSuozzi,,50,True,true,,dem195,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Emilia Sykes,OH,13,RepEmiliaSykes,,50,True,true,,dem045,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Mark Takano,CA,39,RepMarkTakano,,50,True,true,,dem133,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Dave Taylor,OH,02,RepDaveTaylor,,50,True,true,,rep055,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Claudia Tenney,NY,24,RepTenney,,50,True,true,,rep043,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Shri Thanedar,MI,13,RepShriThanedar,,50,True,true,,dem180,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Bennie Thompson,MS,02,BennieGThompson,,50,True,true,,dem015,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Glenn Thompson,PA,15,CongressmanGT,,50,True,true,,rep075,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Mike Thompson,CA,04,RepThompson,,50,True,true,,dem141,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Thomas Tiffany,WI,07,RepTiffany,,50,True,true,,rep189,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,William Timmons,SC,04,RepTimmons,,50,True,true,,rep210,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Dina Titus,NV,01,repdinatitus,,50,True,true,,dem037,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Rashida Tlaib,MI,12,RepRashida,,50,True,true,,dem155,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
